gene_a	gene_b	n_cohorts_tested	n_significant_edges	n_positive_edges	n_negative_edges	median_rho	median_abs_rho	min_fdr	reproducible_edge	boundary
FOSL2	MRTFB	3	0	0	0	0.2459662534681289	0.2459662534681289	4.4081859751194063e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	COL5A2	3	0	0	0	0.24584276483010656	0.24584276483010656	2.4996999824147305e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	TEAD3	3	0	0	0	0.24475934863258805	0.24475934863258805	0.0012256908650469201	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUND	TEAD4	3	0	0	0	0.24427471262914294	0.24427471262914294	1.5648701303644854e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	IL6	3	0	0	0	0.2440528575236831	0.2440528575236831	0.006223154422809944	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	JUN	3	0	0	0	0.24333893954147112	0.24333893954147112	8.251926875228128e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD2	ZYX	3	0	0	0	0.17844889851932103	0.24305719286964597	5.190661939553604e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RELA	TGFBR2	3	0	0	0	0.2424790399473943	0.2424790399473943	0.003423184892217772	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LIMD1	SRF	3	0	0	0	0.24212465937818048	0.24212465937818048	1.6438393239798045e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	MAFF	3	0	0	0	0.24202616632194093	0.24202616632194093	0.004427400965142726	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RAC1	TEAD4	3	0	0	0	0.2419985078212926	0.2419985078212926	6.946756553221281e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	MRTFB	3	0	0	0	-0.24175120653993892	0.24175120653993892	1.735319645616628e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PLOD2	THBS1	3	0	0	0	0.24091098774643074	0.24091098774643074	0.0016270216026610818	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
POSTN	SMAD4	3	0	0	0	0.2403292909622023	0.2403292909622023	8.085295207739871e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	TEAD2	3	0	0	0	0.2402463427992646	0.2402463427992646	6.067379668340954e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ROCK2	THBS1	3	0	0	0	0.23987983847138775	0.23987983847138775	4.884497386056905e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	IL6	3	0	0	0	0.23944836403444633	0.23944836403444633	0.007450883760521815	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LIMD1	MAFF	3	0	0	0	0.2391157313137808	0.2391157313137808	6.441060227411882e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	TEAD3	3	0	0	0	0.23898885924202376	0.23898885924202376	1.3838065140124112e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	LATS1	3	0	0	0	0.23870202567385665	0.23870202567385665	4.8411846234983763e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP14	SMAD4	3	0	0	0	-0.002724974555960471	0.23864061253408586	6.605942687033284e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	COL6A1	3	0	0	0	0.23817954197701027	0.23817954197701027	3.8383313298929295e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD4	SRC	3	0	0	0	-0.2376484275218452	0.2376484275218452	1.5648701303644854e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	SERPINE1	3	0	0	0	0.23756525164975867	0.23756525164975867	0.007977510089690354	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TGFB1	VCL	3	0	0	0	0.23726906005387013	0.23726906005387013	1.9481908039548196e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	LATS1	3	0	0	0	0.2372492530943235	0.2372492530943235	2.4289736166215373e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVB	PXN	3	0	0	0	0.23623559539052494	0.23623559539052494	4.7798542612697154e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	TIMP2	3	0	0	0	0.23602629764601593	0.23602629764601593	0.008437818704127601	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSB	ITGA5	3	0	0	0	0.23562001378902786	0.23562001378902786	0.008548129653523856	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	SMAD2	3	0	0	0	0.23532043074296594	0.23532043074296594	0.008635644740742406	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKB1	TAGLN	3	0	0	0	0.23497779206706434	0.23497779206706434	8.077377163497389e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL1	NFKB1	3	0	0	0	0.2348156538297383	0.2348156538297383	2.3164153926975956e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RELA	THY1	3	0	0	0	0.23468022587740894	0.23468022587740894	3.350605469326799e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	RELA	3	0	0	0	0.23456290544898137	0.23456290544898137	5.490551195021947e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	FN1	3	0	0	0	0.20942973838697768	0.23413030631340487	0.0029878982399999063	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	SERPINE1	3	0	0	0	0.23352596770318285	0.23352596770318285	7.55069862755335e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFF	PFN1	3	0	0	0	0.23348098929494276	0.23348098929494276	8.746004543876667e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RELA	SERPINE1	3	0	0	0	0.23337422071599281	0.23337422071599281	0.006291993084762052	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	NFKB1	3	0	0	0	0.23284310626082774	0.23284310626082774	5.993966500464579e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSB	NFKB1	3	0	0	0	0.2327166504381694	0.2327166504381694	0.003563947534336173	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	SMAD3	3	0	0	0	0.23228356150891358	0.23228356150891358	1.473452898197941e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	ITGAV	3	0	0	0	0.2321855359830043	0.2321855359830043	5.164624933752321e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL1	TEAD4	3	0	0	0	0.23151613644571387	0.23151613644571387	5.7589989760897393e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA2	SMAD3	3	0	0	0	0.23145209221158583	0.23145209221158583	0.0020314327992562884	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	POSTN	3	0	0	0	-0.23097441026923393	0.23097441026923393	9.998951288582695e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	LATS2	3	0	0	0	0.23069219685873846	0.23069219685873846	0.001014716718786047	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	CAV1	3	0	0	0	0.2305474411754487	0.2305474411754487	1.7426618288551531e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	TEAD2	3	0	0	0	0.23036757071453814	0.23036757071453814	0.0010318117945466384	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ROCK2	ZYX	3	0	0	0	-0.23013312978101708	0.23013312978101708	3.2202226878005197e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	COL6A1	3	0	0	0	0.22952996370717885	0.22952996370717885	0.00974746188452431	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVB	SRF	3	0	0	0	0.2294793813781155	0.2294793813781155	2.5036818437170925e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	RELA	3	0	0	0	0.22907988901987397	0.22907988901987397	0.0011042154194244305	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	FOSL1	3	0	0	0	0.22907634696909537	0.22907634696909537	0.0011042154194244305	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSB	SRC	3	0	0	0	0.228705195301599	0.228705195301599	0.0011257635726670628	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	ROCK1	3	0	0	0	0.22867006411310203	0.22867006411310203	0.01080949080166772	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	LATS2	3	0	0	0	0.22861948178403868	0.22861948178403868	1.5701013346195242e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	RAC1	3	0	0	0	0.228442443632317	0.228442443632317	0.01083353350434898	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	ITGB3	3	0	0	0	0.22839186130325365	0.22839186130325365	4.6845852854340424e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	YAP1	3	0	0	0	0.22831598780965864	0.22831598780965864	0.0025762741525551195	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	LATS1	3	0	0	0	-0.08257821990216355	0.22807011276628678	0.0011648121509537977	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	POSTN	3	0	0	0	-0.22776884697364816	0.22776884697364816	0.001183945659891459	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	PARVB	3	0	0	0	-0.22743079705105018	0.22743079705105018	2.786403102413708e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	FN1	3	0	0	0	0.22707672074760676	0.22707672074760676	4.0562816995305125e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	SPARC	3	0	0	0	0.22682380910229008	0.22682380910229008	0.0018889150156879645	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS1	SERPINE1	3	0	0	0	0.2266971504780957	0.2266971504780957	0.0012501780906788774	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	SRC	3	0	0	0	0.2266366262845136	0.2266366262845136	6.197706728146897e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ROCK1	THBS1	3	0	0	0	0.22531704354660093	0.22531704354660093	0.0013436530800938074	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	TGFBR1	3	0	0	0	0.017137791785679108	0.2253039450338775	0.0013441405434285593	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RELA	ROCK2	3	0	0	0	-0.07640188450047604	0.2247752247752247	1.3436187472020162e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	WWTR1	3	0	0	0	0.22402743543028614	0.22402743543028614	0.0014353949985050607	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFA	VCAN	3	0	0	0	0.223936274992613	0.223936274992613	0.012732739704238933	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	TEAD3	3	0	0	0	0.22332845116040911	0.22332845116040911	0.0014882639113148002	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SERPINE1	THBS1	3	0	0	0	0.2230045606639755	0.2230045606639755	0.001367492724019435	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	TEAD4	3	0	0	0	0.22281641839031183	0.22281641839031183	0.0015279348410085695	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS1	SPARC	3	0	0	0	0.22251872491932503	0.22251872491932503	0.001551617996915057	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
IL6	MYL9	3	0	0	0	0.22202164236348643	0.22202164236348643	0.013542717871250328	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	MYLK	3	0	0	0	0.22115795003118946	0.22115795003118946	4.730045816753382e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LIMD1	VCL	3	0	0	0	0.22101477750389975	0.22101477750389975	0.0016759507184868961	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	FOSL2	3	0	0	0	0.17505279530595982	0.22092402902262054	6.525569267080162e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A2	TIMP1	3	0	0	0	0.22089940575856065	0.22089940575856065	0.0140485116754266	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
NFKB1	PARVB	3	0	0	0	0.2208159182652806	0.2208159182652806	0.0016929482906237769	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	FERMT2	3	0	0	0	-0.2202991223996475	0.2202991223996475	0.001739604258083314	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	PFN1	3	0	0	0	0.2201026447087962	0.2201026447087962	0.0017561306653522278	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD3	TGFBR1	3	0	0	0	0.22009504579927114	0.22009504579927114	0.014420436748783868	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	MYL9	3	0	0	0	0.21972254897830187	0.21972254897830187	0.01285408717759614	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	SPARC	3	0	0	0	0.21958465806927918	0.21958465806927918	0.0018028352936484335	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	SERPINE1	3	0	0	0	0.21908334226413745	0.21908334226413745	0.001829373571888063	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	PARVB	3	0	0	0	0.21903413042653544	0.21903413042653544	3.492256188835899e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
VCL	ZYX	3	0	0	0	0.21866689648379786	0.21866689648379786	0.0021595606783576158	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD4	TIMP1	3	0	0	0	-0.2181581109563105	0.2181581109563105	0.0019400720471921078	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	SERPINE1	3	0	0	0	0.21807306617433195	0.21807306617433195	3.416792318676134e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	SERPINE1	3	0	0	0	0.21807306617433195	0.21807306617433195	0.00596582314011879	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS1	TAGLN	3	0	0	0	0.057331166486096055	0.21807306617433195	3.8662186332127384e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	MYLK	3	0	0	0	0.2173936341228164	0.2173936341228164	0.002016604437350365	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
POSTN	SRC	3	0	0	0	-0.21721822778160801	0.21721822778160801	0.0017695884158097413	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOX	MRTFA	3	0	0	0	0.21716258425119178	0.21716258425119178	0.005694404383614198	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
IL6	TIMP2	3	0	0	0	0.21683856823912767	0.21683856823912767	0.016056759288081767	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	LUM	3	0	0	0	0.2164795298598115	0.2164795298598115	1.520181716806781e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	COL6A1	3	0	0	0	0.21584342887159785	0.21584342887159785	0.005775736274558274	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	ROCK1	3	0	0	0	0.12816408943169505	0.21582215253101325	1.1209152081146342e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	POSTN	3	0	0	0	-0.07373639019208639	0.2157384584241298	0.002193190041793129	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	PTK2	3	0	0	0	0.21544278506303818	0.21544278506303818	0.0012959682652043483	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	FOSL2	3	0	0	0	0.21521963951541412	0.21521963951541412	6.763189497081791e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	TGFB1	3	0	0	0	0.1274295324928236	0.21449529048928898	0.002329145890634544	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	LIMD1	3	0	0	0	0.21256032699694669	0.21256032699694669	3.3163123405624995e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LUM	MRTFA	3	0	0	0	0.212306680661111	0.212306680661111	0.005204124212162997	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	LAMB1	3	0	0	0	0.21218022483845264	0.21218022483845264	0.01609394665765744	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYLK	PARVB	3	0	0	0	-0.13013372390716724	0.21207906018032596	0.011629562833423871	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	LMNA	3	0	0	0	-0.1448195382178878	0.21191191437670306	0.01883491302749858	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	TLN1	3	0	0	0	0.10153138001239265	0.21188749568344464	0.002652014292263405	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	TEAD4	3	0	0	0	0.21185891711022992	0.21185891711022992	0.002653619080853243	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	MYLK	3	0	0	0	0.21179104299884494	0.21179104299884494	0.0026610933496380358	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	TAGLN	3	0	0	0	0.21134557930332576	0.21134557930332576	9.304743216221455e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
IL6	MMP14	3	0	0	0	0.21118926945690517	0.21118926945690517	0.01927377818543978	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LUM	TLN1	3	0	0	0	0.21079155586197837	0.21079155586197837	0.01952871857606796	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	MRTFB	3	0	0	0	0.21056159030842572	0.21056159030842572	4.0715763003109425e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYLK	RELA	3	0	0	0	0.17710137963302516	0.21026685242739254	0.0028677898079927685	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	NFKBIA	3	0	0	0	0.21023280516951398	0.21023280516951398	0.00243625671261319	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	ITGA5	3	0	0	0	0.2099477250264947	0.2099477250264947	0.0029139492454024946	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LOXL2	TGFBR2	3	0	0	0	0.20937161430119172	0.20937161430119172	0.02040982858521575	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYLK	NFKB1	3	0	0	0	0.20931416001838535	0.20931416001838535	1.9354754663967154e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FN1	VASP	3	0	0	0	0.03109918250763321	0.20921420831398324	0.0030193699855061984	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	FLNB	3	0	0	0	0.20889966840671065	0.20889966840671065	0.02069182069461554	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	MRTFA	3	0	0	0	0.20889237344933542	0.20889237344933542	0.0027488076067000156	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A2	WWTR1	3	0	0	0	-0.06523523424931875	0.2088522130532633	0.0030717828309824056	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	FOSL1	3	0	0	0	0.20882197543883102	0.20882197543883102	0.0030754635796575564	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD3	TEAD4	3	0	0	0	0.20874782494500801	0.20874782494500801	0.0026536897149781313	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSB	LMNA	3	0	0	0	0.20865992906687097	0.20865992906687097	0.0030987790710709797	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUND	RELA	3	0	0	0	0.20851300598136036	0.20851300598136036	0.0010328410015087784	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SERPINE1	VCAN	3	0	0	0	0.20844615915883732	0.20844615915883732	0.003130456499991507	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	SERPINE1	3	0	0	0	0.2084118413232337	0.2084118413232337	5.0347412546709757e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SRC	TEAD1	3	0	0	0	-0.20836125899417032	0.20836125899417032	0.001270224561136093	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	LAMB1	3	0	0	0	0.20790601803260025	0.20790601803260025	0.003169488749702814	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	PTK2	3	0	0	0	-0.20727373891930848	0.20727373891930848	0.01102183019508131	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS2	LIMD1	3	0	0	0	0.20720887094126528	0.20720887094126528	0.00492851182667673	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	SERPINE1	3	0	0	0	0.20720299122399644	0.20720299122399644	0.0033234858685078435	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL2	RHOA	3	0	0	0	0.20679320679320673	0.20679320679320673	5.139713308881034e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	LATS1	3	0	0	0	0.20660970484914146	0.20660970484914146	0.018745397564524483	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	POSTN	3	0	0	0	-0.20585202819558576	0.20593330719912994	0.003542743854016664	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	MAFG	3	0	0	0	0.2055025661177199	0.2055025661177199	0.003601104680752099	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	WWTR1	3	0	0	0	0.1332465003351079	0.20545731671012987	0.0036074126149443393	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RELA	SPARC	3	0	0	0	0.2052001095511973	0.2052001095511973	0.003646773138859937	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
IL6	VCAN	3	0	0	0	0.205083668874578	0.205083668874578	0.003663147367506076	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	VCAN	3	0	0	0	0.20474790414947136	0.20474790414947136	0.003722566011812701	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CNN1	LOX	3	0	0	0	0.2044510653665583	0.2044510653665583	1.9456600683980565e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
IL6	LAMB1	3	0	0	0	0.20413623618779508	0.20413623618779508	0.0010929547715868362	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PARVA	PARVB	3	0	0	0	0.20401117869472293	0.20401117869472293	0.00435407488192307	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMB1	SRF	3	0	0	0	0.2039069291132307	0.2039069291132307	0.0038752367545204624	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSL1	NFKBIA	3	0	0	0	0.20375826704940625	0.20375826704940625	0.005457136458181958	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	POSTN	3	0	0	0	-0.2036175710594315	0.2036175710594315	0.003923462581551575	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTA2	FOSB	3	0	0	0	0.20340441952161192	0.20340441952161192	0.0012925999130891219	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FERMT2	SPARC	3	0	0	0	-0.20325244375877283	0.20325244375877283	0.010024878726950803	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RAC1	TEAD3	3	0	0	0	0.20297424094892447	0.20297424094892447	3.413330080527914e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SERPINE1	TEAD3	3	0	0	0	0.20294894978439276	0.20294894978439276	7.670389439899832e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	TEAD2	3	0	0	0	0.20292365861986109	0.20292365861986109	7.321030641202959e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	MYLK	3	0	0	0	0.010306149546655874	0.20290906059848293	0.0020018650561430887	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	SMAD4	3	0	0	0	-0.20284594958263374	0.20284594958263374	0.0011364920473264466	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	LMNA	3	0	0	0	0.20264535933550018	0.20264535933550018	0.02508427389259645	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOSB	SMAD3	3	0	0	0	0.20254429115188605	0.20254429115188605	8.649232165566584e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ANKRD1	TGFBR1	3	0	0	0	0.20217803823030536	0.20217803823030536	0.0041961965426537025	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MYLK	ZYX	3	0	0	0	-0.04981094854512575	0.20212416691289928	0.003644955818366637	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
IL6	SPARC	3	0	0	0	0.20205168618499067	0.20205168618499067	0.025524853821929972	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	VCL	3	0	0	0	0.20193128467776353	0.20193128467776353	6.100432761417425e-5	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SMAD2	TEAD4	3	0	0	0	0.20188672087406262	0.20188672087406262	0.0037097118729802776	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	TEAD1	3	0	0	0	0.15261909452050296	0.2018433179723502	0.0042617088632353976	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PTK2	TIMP1	3	0	0	0	-0.20127973292530252	0.20127973292530252	0.007709128608929923	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ATF3	RELA	3	0	0	0	0.20097623895092245	0.20097623895092245	1.816917673732869e-4	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	PTK2	3	0	0	0	-0.1728183788042943	0.20040486312054204	0.004553664901648124	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	LATS1	3	0	0	0	0.1997369718888706	0.1997369718888706	0.0025554402572689604	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	FN1	3	0	0	0	-0.034100191714595315	0.1994484388850586	0.027562425410567755	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CAV1	FOSL2	3	0	0	0	0.19923671394038983	0.19923671394038983	0.0048110273204477385	FALSE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
